id,birthday,deathday,imdb_id,name,place_of_birth,photo_url,gender
66633,1967-02-10,,nm0319213,Vince Gilligan,Richmond - Virginia - USA,https://image.tmdb.org/t/p/original/uFh3OrBvkwKSU3N5y0XnXOhqBJz.jpg,Male
29924,,,nm0793062,John Shiban,,https://image.tmdb.org/t/p/originalNone,Male
67367,1973-12-17,,nm0426059,Rian Johnson,"Silver Spring, Maryland, USA",https://image.tmdb.org/t/p/original/uPWwvdppeZVKPbYcjXKU8zyuAVh.jpg,Male
17419,1956-03-07,,nm0186505,Bryan Cranston,"San Fernando Valley, California, USA",https://image.tmdb.org/t/p/original/7Jahy5LZX2Fo8fGJltMreAI49hC.jpg,Male
1193575,,,nm0568192,Terry McDonough,,https://image.tmdb.org/t/p/originalNone,Male
212408,1966-12-05,,nm0719307,Johan Renck,Uppsala,https://image.tmdb.org/t/p/original/pkPO6RhVFcKDiEUtbHjTkq4JjYi.jpg,Male
24951,,,nm0332467,Peter Gould,,https://image.tmdb.org/t/p/original/il6NSy05UnO7SV9SgzEqKHXioNl.jpg,Male
1215145,,,nm0110644,Tricia Brock,,https://image.tmdb.org/t/p/original/5OV41AzetM5WrJ0zKqmw4mShEk5.jpg,Female
69791,1943-06-02,,nm0354024,Charles Haid,"San Francisco, California, U.S.",https://image.tmdb.org/t/p/original/39kBH9dpc1pwer9Ra1gOKSvbX4W.jpg,Male
1223194,,,nm1028558,Sam Catlin,,https://image.tmdb.org/t/p/original/5Xt7ONeJpF3x2XZ9JwQO9vGDuJ1.jpg,Male
27571,1969-09-26,,nm1720541,David Slade,UK,https://image.tmdb.org/t/p/original/9jL9OasecqvhQFvGYQtB4K6omGf.jpg,Male
1223193,,,nm2297407,George Mastras,,https://image.tmdb.org/t/p/originalNone,Male
103009,,,nm1041475,Thomas Schnauz,,https://image.tmdb.org/t/p/originalNone,Male
178926,1964-12-31,,nm0567912,Michael McDonald,"Fullerton, California, USA",https://image.tmdb.org/t/p/original/lcpcdgwwSl6tuZvkgPReWEybdzM.jpg,Male
1296522,,,nm0768957,Claire Scanlon,"Chicago, Illinois, USA",https://image.tmdb.org/t/p/original/1KJEYBcnFWTufazuPs2A4hFEV4s.jpg,Female
1214860,,,nm0579318,Linda Mendoza,,https://image.tmdb.org/t/p/originalNone,Female
1290146,,,nm0390657,Dean Holland,,https://image.tmdb.org/t/p/originalNone,Male
57115,,,nm0625065,Victor Nelli Jr.,Los Angeles - California - USA,https://image.tmdb.org/t/p/originalNone,Male
87673,1963-09-03,,nm0565063,Beth McCarthy-Miller,"Elizabeth, New Jersey, USA",https://image.tmdb.org/t/p/original/AdsQpucZeQSiZsP3UCQTq8kAdkR.jpg,Female
1230199,1975-04-28,,nm0329634,Daniel J. Goor,"Washington, D.C., USA",https://image.tmdb.org/t/p/original/tbeU0UFNDWVV1Z2BipZ7Fepuslw.jpg,Male
154521,,,nm0957197,Craig Zisk,,https://image.tmdb.org/t/p/original/1WTt2jjxDwT0ngzrpO02VZYZDYV.jpg,Male
1220517,1966-01-01,,nm0788426,Tristram Shapeero,"Bath, Somerset, England, UK",https://image.tmdb.org/t/p/originalNone,Male
2182050,,,nm1619542,Cortney Carrillo,,https://image.tmdb.org/t/p/originalNone,Male
1320713,,,,Rebecca Asher,,https://image.tmdb.org/t/p/originalNone,Not Specified
1739469,,,nm1912959,Payman Benz,,https://image.tmdb.org/t/p/originalNone,Not Specified
465763,,,nm0962849,Maggie Carey,,https://image.tmdb.org/t/p/originalNone,Female
1113994,,,nm1926903,Eric Appel,,https://image.tmdb.org/t/p/originalNone,Male
1539690,,,nm2094436,Trent O'Donnell,,https://image.tmdb.org/t/p/originalNone,Male
1237540,,,nm1472469,Luke Del Tredici,,https://image.tmdb.org/t/p/originalNone,Male
1239766,1974-06-25,,nm0304091,Nisha Ganatra,"Vancouver, British Columbia, Canada",https://image.tmdb.org/t/p/original/6vfke1SDPxNfQGaRZIZVHxjr6G8.jpg,Female
1521301,1980-01-14,,nm1884278,Ryan Case,"Lynchburg, Virginia, USA",https://image.tmdb.org/t/p/original/u4uKFVTQc9WmrokyPHnsuJyxrtH.jpg,Female
2655962,,,,Matt Nodella,,https://image.tmdb.org/t/p/originalNone,Not Specified
1224235,1965-09-25,,nm0717155,Alex Reid,,https://image.tmdb.org/t/p/originalNone,Male
1382733,,,nm0483828,Giovani Lampassi,,https://image.tmdb.org/t/p/originalNone,Male
213614,,,nm0935253,Max Winkler,,https://image.tmdb.org/t/p/original/m2muv3nWCJEGTFLGSiQKF22vG6a.jpg,Male
1226308,1975-10-29,,nm1321658,Michael Schur,"West Hartford, Connecticut, USA",https://image.tmdb.org/t/p/original/uFqjvTHNCfThf9ahEIYWFkszm9c.jpg,Male
204222,1961-03-25,,nm1533705,Fred Goss,,https://image.tmdb.org/t/p/originalNone,Male
114597,1945-08-08,,nm1455688,Julie Anne Robinson,Gran Bretagna,https://image.tmdb.org/t/p/originalNone,Female
588044,,,nm1390496,Jaffar Mahmood,,https://image.tmdb.org/t/p/originalNone,Male
59466,1970-11-16,,nm0044803,Jamie Babbit,"Shaker Heights, Ohio, USA",https://image.tmdb.org/t/p/original/zySwCaK5XLylqpiJ4l2VhdO6Dw5.jpg,Female
1212689,,,nm0926526,Ken Whittingham,,https://image.tmdb.org/t/p/original/tu5mskTc5wEvCzSyQJHPKKTcETI.jpg,Male
62854,1977-12-01,,nm1676223,Akiva Schaffer,"Berkeley, California, USA",https://image.tmdb.org/t/p/original/1Om7CQXHoUr4rrVrsmyutDwWfck.jpg,Male
1306645,,,nm2485374,Rebecca Addelman,,https://image.tmdb.org/t/p/originalNone,Female
2062052,,,,Daniella Eisman,,https://image.tmdb.org/t/p/originalNone,Not Specified
1061773,1981-11-30,,nm2021516,Jake Szymanski,"Milwaukee, Wisconsin, Stati Uniti",https://image.tmdb.org/t/p/original/9gHwR9DJr0AA0bY6kHdp5xpT3Ab.jpg,Male
1697003,,,,Phil Augusta Jackson,,https://image.tmdb.org/t/p/original/oFOK3hokORd6kA4CsvbQA9en6Wv.jpg,Not Specified
34453,,,nm0106230,Kevin Bray,,https://image.tmdb.org/t/p/original/aQcedywDVuXZhjWoC8ymkjkGauE.jpg,Male
107446,1975-07-12,,nm0520488,Phil Lord,"Miami, Florida, USA",https://image.tmdb.org/t/p/original/2MagibFHZxky3FmMubyABUnf4lw.jpg,Male
1219201,,,nm0257554,Michael Engler,,https://image.tmdb.org/t/p/originalNone,Male
91610,,,nm0088392,Michael Blieden,,https://image.tmdb.org/t/p/originalNone,Male
62863,1977-03-19,,nm1672246,Jorma Taccone,"Berkeley, California, USA",https://image.tmdb.org/t/p/original/gS0WAskeh2rIO7N27iyiD5SVKIq.jpg,Male
1212755,1958-07-14,,nm0541562,Gail Mancuso,USA,https://image.tmdb.org/t/p/original/yacqdjB95BaD28ZW1zhy3yeBujm.jpg,Female
545262,,,nm0036496,Jennifer Arnold,,https://image.tmdb.org/t/p/originalNone,Female
173667,,,nm0267497,Julian Farino,,https://image.tmdb.org/t/p/originalNone,Male
26467,1965-08-19,,nm0001718,Kyra Sedgwick,"New York City, New York, USA",https://image.tmdb.org/t/p/original/aA5pdU9SpM2F5vmVRPrj0gPYUll.jpg,Female
84074,,,nm1015063,Jay Karas,,https://image.tmdb.org/t/p/original/yAvTNXjN80gLXxRbfA9Ha2ZzYxW.jpg,Male
21131,1970-12-02,,nm0516266,Joe Lo Truglio,"Ozone Park, Queens, New York City, New York, USA",https://image.tmdb.org/t/p/original/6un98WmgjAllrzMwjjZF2Bn8XZc.jpg,Male
968367,1981-02-10,,nm3715867,Stephanie Beatriz,"Neuquén, Argentina",https://image.tmdb.org/t/p/original/pGo7zMGsMXOMSMZc68Xi3LvzeP0.jpg,Female
73499,1961-05-12,,nm0567126,Bruce McCulloch,"Edmonton, Alberta, Canada",https://image.tmdb.org/t/p/original/mknOQPuT4PTA5Qjxz4xx95krkwR.jpg,Male
1212609,,,nm0003163,Tucker Gates,USA,https://image.tmdb.org/t/p/original/fZTqgwbg6VWMz3VwoGrtMocg2xV.jpg,Male
939123,,,,Kat Coiro,,https://image.tmdb.org/t/p/original/1PcBJCnaYHeNhijY72287MyxVng.jpg,Female
65506,,,nm0818785,Michael Spiller,,https://image.tmdb.org/t/p/original/qpK5EijOHIjGpFMSdHsEXOV8v53.jpg,Male
1220767,1982-08-19,,nm0303073,Melissa Fumero,Lyndhurst - New Jersey - USA,https://image.tmdb.org/t/p/original/bToFs01NyJiZF1B6NxNjXbX0lJ6.jpg,Female
78562,1973-06-06,,nm1288766,Phil Traill,New Jersey - USA,https://image.tmdb.org/t/p/original/iZkcjNJHxi24NJmaIUL0mb1qZXy.jpg,Male
1236662,,,nm0633818,Matthew Nodella,,https://image.tmdb.org/t/p/originalNone,Male
1386543,,,nm2094206,Neil Campbell,,https://image.tmdb.org/t/p/original/tN7yKrw9Gj23zIbPLopw4JM9dNb.jpg,Not Specified
63513,1970-07-21,,nm0258128,Jason Ensler,,https://image.tmdb.org/t/p/originalNone,Male
2040838,,,nm5521880,Thembi Banks,,https://image.tmdb.org/t/p/original/56hbOollkrlkKuXJlZtKx5oct4t.jpg,Female
646785,1974-01-01,,nm1243740,Kim Nguyen,"Montréal, Québec, Canada",https://image.tmdb.org/t/p/original/sDXWgoYgqlRTrkjDbjzxIoCNaif.jpg,Male
142517,1970-11-13,,nm1469191,Tim Kirkby,"Sidcup, Kent, England, UK",https://image.tmdb.org/t/p/originalNone,Male
155267,1975-09-23,,nm0588087,Christopher Miller,"Everett, Washington, USA",https://image.tmdb.org/t/p/original/dr2yCgYtmNmO5vzjk9KNbjTpbzO.jpg,Male
12891,1964-06-23,,nm0923736,Joss Whedon,"New York City, New York, USA",https://image.tmdb.org/t/p/original/mVvpZnKYKSCtkOQixQnOonV5kv3.jpg,Male
104876,1974-06-12,,nm0176448,James A. Contner,,https://image.tmdb.org/t/p/originalNone,Male
1222761,,,nm0813313,David Solomon,,https://image.tmdb.org/t/p/originalNone,Male
43954,,,nm0343622,David Grossman,United States of America,https://image.tmdb.org/t/p/originalNone,Male
1231299,1944-06-17,2018-03-10,nm0314840,Michael Gershman,"St. Louis, Missouri, USA",https://image.tmdb.org/t/p/originalNone,Male
149431,,,nm0337675,Bruce Seth Green,,https://image.tmdb.org/t/p/original/2ra9UQ6Kcqk4IcIftlt5woW2Ww2.jpg,Male
149619,,,nm0545763,Nick Marck,,https://image.tmdb.org/t/p/originalNone,Male
87472,1948-10-24,,nm0926215,James Whitmore Jr.,"Harlem, Manhattan, New York City, New York, USA",https://image.tmdb.org/t/p/original/g57k2R5KmUhmmTuCloNRBw38a0g.jpg,Male
17272,,,nm0783751,David Semel,,https://image.tmdb.org/t/p/originalNone,Male
149501,1950-03-01,,nm0004627,Michael Lange,,https://image.tmdb.org/t/p/originalNone,Male
87590,1949-10-16,,nm0339264,David Greenwalt,,https://image.tmdb.org/t/p/originalNone,Male
1213071,,,nm0677956,Douglas Petrie,,https://image.tmdb.org/t/p/original/yX3kfhOksjWl6bY9TonfMso8fZG.jpg,Male
33341,1949-06-15,,nm0742819,Rick Rosenthal,"New York City, New York, USA",https://image.tmdb.org/t/p/original/wObA3tDXNPNnz7UQrIuFTkIZmvI.jpg,Not Specified
139086,1954-07-23,,nm0470971,John T. Kretchmer,USA,https://image.tmdb.org/t/p/originalNone,Male
149520,1959-03-05,,nm0299236,David Fury,"New York City, New York, USA",https://image.tmdb.org/t/p/original/4V371yAWCJ1s2cVCamX5eYjMNVc.jpg,Male
1213615,,,nm0696300,Ellen S. Pressman,,https://image.tmdb.org/t/p/original/b7IFJ7XoPT6oQ5DT6s4NTZWztFA.jpg,Female
149495,1964-08-25,,nm0637497,Marti Noxon,"Los Angeles, California, USA",https://image.tmdb.org/t/p/original/1kjzpwkPmXuB86sxZhDRfyrFgYt.jpg,Female
1223735,,,nm0003733,Daniel Attias,,https://image.tmdb.org/t/p/originalNone,Male
58075,,,nm0636165,Bill L. Norton,,https://image.tmdb.org/t/p/originalNone,Male
79317,1929-04-16,2011-08-20,nm0046172,Reza Badiyi,"Arak, Iran",https://image.tmdb.org/t/p/originalNone,Male
108250,,,nm0185734,Stephen Cragg,,https://image.tmdb.org/t/p/originalNone,Male
1270,1953-10-30,,nm0001747,Charles Martin Smith,"Van Nuys, California, USA",https://image.tmdb.org/t/p/original/uzm5v0Q7nCH223EvPiJyh9Y0qiN.jpg,Male
58826,,,nm0692675,Stephen L. Posey,,https://image.tmdb.org/t/p/originalNone,Male
101771,1942-08-02,2010-12-08,nm0382541,Christopher Hibler,,https://image.tmdb.org/t/p/originalNone,Male
45645,1968-01-17,,nm0764776,Deran Sarafian,"Los Angeles, California, USA",https://image.tmdb.org/t/p/originalNone,Male
72445,1964-06-28,,nm0583397,Turi Meyer,Buffalo - New York - USA,https://image.tmdb.org/t/p/originalNone,Male
1216736,1955-05-12,2006-04-17,nm0106368,Scott Brazil,,https://image.tmdb.org/t/p/originalNone,Male
43222,,,nm0343687,Michael Grossman,,https://image.tmdb.org/t/p/original/fjH2OGTim2LseLtxBanDq4Sp24G.jpg,Male
44131,,,nm0505420,Alan J. Levi,,https://image.tmdb.org/t/p/originalNone,Male
1231379,,,nm0453889,Regis Kimble,,https://image.tmdb.org/t/p/originalNone,Male
4109,1886-12-24,1962-04-10,nm0002031,Michael Curtiz,"Budapest, Austria-Hungary [now Hungary]",https://image.tmdb.org/t/p/original/qRKA4eYY5Jhu1FaDsh4IUAg264f.jpg,Male
8720,1914-01-13,2003-05-29,nm0441769,Lee Katz,"Indianapolis, Indiana, USA",https://image.tmdb.org/t/p/originalNone,Not Specified
1417895,,,nm1032600,Rob Seidenglanz,,https://image.tmdb.org/t/p/originalNone,Male
203159,,,nm0683478,Alex Pillai,,https://image.tmdb.org/t/p/originalNone,Male
113570,,,nm0453003,Maggie Kiley,,https://image.tmdb.org/t/p/original/afVV0N8INwL75CVTGeJj4jNaiwQ.jpg,Female
70777,1958-08-03,,nm0838198,Kevin Rodney Sullivan,"San Francisco, California, USA",https://image.tmdb.org/t/p/originalNone,Male
109745,1983-01-24,,nm1767218,Lee Toland Krieger,"Los Angeles, California, Stati Uniti",https://image.tmdb.org/t/p/originalNone,Male
26087,1965-08-28,,nm0850102,Amanda Tapping,"Rochford, Essex, England, UK",https://image.tmdb.org/t/p/original/8ZiETPxUFtgrtWL0LgMwPP8ytuK.jpg,Female
207959,,,nm1642908,Catriona McKenzie,,https://image.tmdb.org/t/p/originalNone,Female
236592,1959-03-04,,nm0003922,Michael Goi,"Chicago, Illinois, USA",https://image.tmdb.org/t/p/original/gGCYl0Nhc4DISIaF1tFnyPweWJO.jpg,Male
1478650,,,nm0629152,Viet Nguyen,,https://image.tmdb.org/t/p/originalNone,Male
1420294,,,nm3421685,Alex Garcia Lopez,,https://image.tmdb.org/t/p/originalNone,Male
56891,1958-08-16,,nm0003080,Rachel Talalay,"Chicago, Illinois, USA",https://image.tmdb.org/t/p/original/2R8t47gW1tLAG1ZNl13pTpi6YYl.jpg,Female
1033123,,,nm1646022,Craig Macneill,"New England, USA",https://image.tmdb.org/t/p/original/4kC0EglmBaSSywymqjyVLQa5Jr1.jpg,Male
53918,1967-11-23,,nm0724757,Salli Richardson-Whitfield,Chicago - Illinois - USA,https://image.tmdb.org/t/p/original/wMQaIzY5kyRQd8UwF1lphKK6oQm.jpg,Female
240735,1982-02-13,,nm0624423,Antonio Negret,,https://image.tmdb.org/t/p/original/brpMbpw1sUhzaqpIcMLhjhbCP8B.jpg,Male
57195,,,nm1041479,Rob Schrab,,https://image.tmdb.org/t/p/originalNone,Not Specified
160177,1964-08-13,,nm0203215,Adam Davidson,"Los Angeles, California, USA",https://image.tmdb.org/t/p/original/3tpuepUlvPxuAQB8HpNPhBiPgoh.jpg,Male
58189,1971-10-01,,nm0510912,Justin Lin,"Taipei, Taiwan",https://image.tmdb.org/t/p/original/w0ryazdt8iS3GBrjXfv0FIwvUGY.jpg,Male
161932,1970-07-15,,nm0711110,Jim Rash,"Charlotte, North Carolina, USA",https://image.tmdb.org/t/p/original/cXat9HZ5ajQZsrAZ8xE4zIEVEcb.jpg,Male
1346413,1977-10-24,,nm1167370,Tim Saccardo,,https://image.tmdb.org/t/p/originalNone,Male
2624532,,,,Nicole Treston Abranian,,https://image.tmdb.org/t/p/originalNone,Not Specified
1397738,,,nm0357300,Adrienne Hamalian-Mangine,,https://image.tmdb.org/t/p/originalNone,Not Specified
105648,1975-01-01,,nm0269542,Nat Faxon,"Boston, Massachusetts, U.S.",https://image.tmdb.org/t/p/original/y0zLB7zVDztJLc2XW9Rg3f7dZvQ.jpg,Male
2624633,,,,Dan Mulvaney,,https://image.tmdb.org/t/p/originalNone,Not Specified
1254001,1984-01-23,,nm1760830,Kyle Newacheck,"Walnut Creek, California, USA",https://image.tmdb.org/t/p/originalNone,Male
1308925,,,nm1286069,Steven K. Tsuchida,,https://image.tmdb.org/t/p/originalNone,Not Specified
2322079,,,,Dan Eckman,,https://image.tmdb.org/t/p/originalNone,Not Specified
59412,1970-05-15,,nm0417794,Michael Patrick Jann,Albany - New York - USA,https://image.tmdb.org/t/p/original/gsveSya2UVFb7xqBelgH92gud3F.jpg,Male
2624533,,,,Cindy King,,https://image.tmdb.org/t/p/originalNone,Not Specified
931286,,,nm0116714,Steven Sprung,,https://image.tmdb.org/t/p/originalNone,Male
98103,1977-05-23,,nm1547964,Richard Ayoade,"Hammersmith, London, England",https://image.tmdb.org/t/p/original/fp73YQYzhk2hfvdpvbwYxYL1vKz.jpg,Male
1019303,1979-03-20,,nm2122478,Duke Johnson,"St. Louis, Missouri, USA",https://image.tmdb.org/t/p/original/cocuTIBucuFVUv0L7AY7pThWjdO.jpg,Male
95024,1962-05-26,,nm0001281,Bobcat Goldthwait,"Syracuse, New York, USA",https://image.tmdb.org/t/p/original/dvx9ykvmZnpLJhXqdMx3rF00Mx7.jpg,Male
1941625,,,,Michael Helfand,,https://image.tmdb.org/t/p/originalNone,Not Specified
2624686,,,,Steve Windle,,https://image.tmdb.org/t/p/originalNone,Not Specified
2624502,,,,Bob Roe,,https://image.tmdb.org/t/p/originalNone,Not Specified
71600,1974-07-20,,nm1164861,Seth Gordon,"Evanston, Illinois",https://image.tmdb.org/t/p/original/3V2gHFkbez8iGTdlYyS9NxMujfw.jpg,Male
54507,1979-11-02,,nm1163851,Jon M. Chu,"Palo Alto, California, USA",https://image.tmdb.org/t/p/original/7ZszF1IvIq8EoDLEdKLi2zVBt64.jpg,Male
1212412,,,nm0789834,Larry Shaw,,https://image.tmdb.org/t/p/originalNone,Male
1214442,,,nm2425648,David Warren,,https://image.tmdb.org/t/p/originalNone,Male
45642,,,nm0314104,Fred Gerber,,https://image.tmdb.org/t/p/original/25ktRCw3sNjx9JYLd4x6nWCnRE8.jpg,Male
1219584,,,nm0007096,Wendey Stanzler,,https://image.tmdb.org/t/p/originalNone,Female
